[2024-05-21 13:47:56] [INFO]: =========== Stage-1: wild_connect_area.py ===========
[2024-05-21 13:47:57] [INFO]: ID=0624, Type=camid4_videoid1, View=seq0, Raw_Frame=151, Now_Frames=141, Drop_Frames=10, Drop_Ratio=0.07
[2024-05-21 13:48:11] [INFO]: ID=0899, Type=camid27_videoid1, View=seq0, Raw_Frame=62, Now_Frames=58, Drop_Frames=4, Drop_Ratio=0.06
[2024-05-21 13:48:11] [INFO]: ID=0806, Type=camid17_videoid6, View=seq0, Raw_Frame=30, Now_Frames=29, Drop_Frames=1, Drop_Ratio=0.03
[2024-05-21 13:48:11] [INFO]: ID=0104, Type=camid16_videoid1, View=seq1, Raw_Frame=100, Now_Frames=98, Drop_Frames=2, Drop_Ratio=0.02
[2024-05-21 13:48:12] [INFO]: ID=0248, Type=camid32_videoid3, View=seq1, Raw_Frame=26, Now_Frames=25, Drop_Frames=1, Drop_Ratio=0.04
[2024-05-21 13:48:12] [INFO]: ID=0299, Type=camid0_videoid1, View=seq1, Raw_Frame=75, Now_Frames=74, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:12] [INFO]: ID=0481, Type=camid16_videoid3, View=seq0, Raw_Frame=56, Now_Frames=53, Drop_Frames=3, Drop_Ratio=0.05
[2024-05-21 13:48:12] [INFO]: ID=0899, Type=camid31_videoid1, View=seq0, Raw_Frame=25, Now_Frames=22, Drop_Frames=3, Drop_Ratio=0.12
[2024-05-21 13:48:12] [INFO]: ID=0755, Type=camid12_videoid2, View=seq0, Raw_Frame=163, Now_Frames=129, Drop_Frames=34, Drop_Ratio=0.21
[2024-05-21 13:48:12] [INFO]: ID=0585, Type=camid33_videoid3, View=seq0, Raw_Frame=150, Now_Frames=149, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:13] [INFO]: ID=0976, Type=camid38_videoid2, View=seq0, Raw_Frame=31, Now_Frames=29, Drop_Frames=2, Drop_Ratio=0.06
[2024-05-21 13:48:13] [INFO]: ID=0651, Type=camid8_videoid2, View=seq1, Raw_Frame=39, Now_Frames=37, Drop_Frames=2, Drop_Ratio=0.05
[2024-05-21 13:48:13] [INFO]: ID=0104, Type=camid16_videoid2, View=seq0, Raw_Frame=34, Now_Frames=33, Drop_Frames=1, Drop_Ratio=0.03
[2024-05-21 13:48:13] [INFO]: ID=0390, Type=camid18_videoid1, View=seq1, Raw_Frame=94, Now_Frames=93, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:13] [INFO]: ID=0039, Type=camid16_videoid2, View=seq0, Raw_Frame=42, Now_Frames=38, Drop_Frames=4, Drop_Ratio=0.10
[2024-05-21 13:48:13] [INFO]: ID=0390, Type=camid19_videoid1, View=seq0, Raw_Frame=37, Now_Frames=35, Drop_Frames=2, Drop_Ratio=0.05
[2024-05-21 13:48:13] [INFO]: ID=0143, Type=camid19_videoid2, View=seq0, Raw_Frame=69, Now_Frames=68, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:13] [INFO]: ID=0845, Type=camid13_videoid3, View=seq0, Raw_Frame=100, Now_Frames=98, Drop_Frames=2, Drop_Ratio=0.02
[2024-05-21 13:48:14] [INFO]: ID=0598, Type=camid11_videoid2, View=seq0, Raw_Frame=342, Now_Frames=335, Drop_Frames=7, Drop_Ratio=0.02
[2024-05-21 13:48:14] [INFO]: ID=0559, Type=camid11_videoid3, View=seq0, Raw_Frame=382, Now_Frames=381, Drop_Frames=1, Drop_Ratio=0.00
[2024-05-21 13:48:14] [INFO]: ID=0468, Type=camid12_videoid4, View=seq0, Raw_Frame=207, Now_Frames=206, Drop_Frames=1, Drop_Ratio=0.00
[2024-05-21 13:48:14] [INFO]: ID=0222, Type=camid0_videoid1, View=seq0, Raw_Frame=176, Now_Frames=171, Drop_Frames=5, Drop_Ratio=0.03
[2024-05-21 13:48:15] [INFO]: ID=0507, Type=camid29_videoid1, View=seq0, Raw_Frame=76, Now_Frames=72, Drop_Frames=4, Drop_Ratio=0.05
[2024-05-21 13:48:15] [INFO]: ID=0845, Type=camid14_videoid2, View=seq0, Raw_Frame=40, Now_Frames=39, Drop_Frames=1, Drop_Ratio=0.03
[2024-05-21 13:48:15] [INFO]: ID=0832, Type=camid23_videoid3, View=seq0, Raw_Frame=180, Now_Frames=177, Drop_Frames=3, Drop_Ratio=0.02
[2024-05-21 13:48:15] [INFO]: ID=0248, Type=camid33_videoid2, View=seq0, Raw_Frame=77, Now_Frames=76, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:15] [INFO]: ID=0416, Type=camid13_videoid5, View=seq0, Raw_Frame=142, Now_Frames=128, Drop_Frames=14, Drop_Ratio=0.10
[2024-05-21 13:48:16] [INFO]: ID=0572, Type=camid5_videoid1, View=seq0, Raw_Frame=256, Now_Frames=255, Drop_Frames=1, Drop_Ratio=0.00
[2024-05-21 13:48:16] [INFO]: ID=0104, Type=camid16_videoid2, View=seq1, Raw_Frame=84, Now_Frames=83, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:16] [INFO]: ID=0702, Type=camid11_videoid3, View=seq1, Raw_Frame=83, Now_Frames=77, Drop_Frames=6, Drop_Ratio=0.07
[2024-05-21 13:48:16] [INFO]: ID=0820, Type=camid19_videoid1, View=seq0, Raw_Frame=174, Now_Frames=173, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:16] [INFO]: ID=0832, Type=camid24_videoid2, View=seq0, Raw_Frame=90, Now_Frames=82, Drop_Frames=8, Drop_Ratio=0.09
[2024-05-21 13:48:17] [INFO]: ID=0664, Type=camid11_videoid1, View=seq0, Raw_Frame=120, Now_Frames=117, Drop_Frames=3, Drop_Ratio=0.03
[2024-05-21 13:48:17] [INFO]: ID=0652, Type=camid8_videoid2, View=seq0, Raw_Frame=208, Now_Frames=207, Drop_Frames=1, Drop_Ratio=0.00
[2024-05-21 13:48:17] [INFO]: ID=0416, Type=camid13_videoid6, View=seq0, Raw_Frame=25, Now_Frames=19, Drop_Frames=6, Drop_Ratio=0.24
[2024-05-21 13:48:17] [INFO]: ID=0755, Type=camid15_videoid2, View=seq1, Raw_Frame=75, Now_Frames=71, Drop_Frames=4, Drop_Ratio=0.05
[2024-05-21 13:48:17] [INFO]: ID=1002, Type=camid0_videoid1, View=seq0, Raw_Frame=80, Now_Frames=79, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:17] [INFO]: ID=0052, Type=camid26_videoid1, View=seq0, Raw_Frame=232, Now_Frames=230, Drop_Frames=2, Drop_Ratio=0.01
[2024-05-21 13:48:18] [INFO]: ID=0429, Type=camid11_videoid2, View=seq1, Raw_Frame=35, Now_Frames=27, Drop_Frames=8, Drop_Ratio=0.23
[2024-05-21 13:48:18] [INFO]: ID=0507, Type=camid30_videoid1, View=seq0, Raw_Frame=80, Now_Frames=79, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:18] [INFO]: ID=0248, Type=camid33_videoid3, View=seq0, Raw_Frame=71, Now_Frames=69, Drop_Frames=2, Drop_Ratio=0.03
[2024-05-21 13:48:19] [INFO]: ID=0884, Type=camid23_videoid2, View=seq1, Raw_Frame=202, Now_Frames=200, Drop_Frames=2, Drop_Ratio=0.01
[2024-05-21 13:48:20] [INFO]: ID=0949, Type=camid34_videoid2, View=seq0, Raw_Frame=378, Now_Frames=333, Drop_Frames=45, Drop_Ratio=0.12
[2024-05-21 13:48:20] [INFO]: ID=1002, Type=camid16_videoid1, View=seq0, Raw_Frame=34, Now_Frames=33, Drop_Frames=1, Drop_Ratio=0.03
[2024-05-21 13:48:20] [INFO]: ID=0338, Type=camid0_videoid1, View=seq1, Raw_Frame=90, Now_Frames=81, Drop_Frames=9, Drop_Ratio=0.10
[2024-05-21 13:48:20] [INFO]: ID=0793, Type=camid14_videoid4, View=seq0, Raw_Frame=316, Now_Frames=315, Drop_Frames=1, Drop_Ratio=0.00
[2024-05-21 13:48:20] [INFO]: ID=0533, Type=camid23_videoid4, View=seq0, Raw_Frame=102, Now_Frames=94, Drop_Frames=8, Drop_Ratio=0.08
[2024-05-21 13:48:21] [INFO]: ID=0572, Type=camid5_videoid1, View=seq1, Raw_Frame=74, Now_Frames=73, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:21] [INFO]: ID=0144, Type=camid19_videoid1, View=seq0, Raw_Frame=147, Now_Frames=146, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:21] [INFO]: ID=0065, Type=camid13_videoid4, View=seq0, Raw_Frame=86, Now_Frames=85, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:21] [INFO]: ID=0000, Type=camid11_videoid2, View=seq0, Raw_Frame=268, Now_Frames=266, Drop_Frames=2, Drop_Ratio=0.01
[2024-05-21 13:48:22] [INFO]: ID=0964, Type=camid38_videoid1, View=seq0, Raw_Frame=50, Now_Frames=49, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 13:48:23] [INFO]: ID=0741, Type=camid13_videoid3, View=seq0, Raw_Frame=111, Now_Frames=110, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:23] [INFO]: ID=0611, Type=camid4_videoid4, View=seq0, Raw_Frame=249, Now_Frames=246, Drop_Frames=3, Drop_Ratio=0.01
[2024-05-21 13:48:23] [INFO]: ID=0195, Type=camid34_videoid3, View=seq0, Raw_Frame=169, Now_Frames=168, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:23] [INFO]: ID=1003, Type=camid0_videoid1, View=seq0, Raw_Frame=60, Now_Frames=59, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 13:48:23] [INFO]: ID=0299, Type=camid13_videoid1, View=seq0, Raw_Frame=191, Now_Frames=183, Drop_Frames=8, Drop_Ratio=0.04
[2024-05-21 13:48:23] [INFO]: ID=0936, Type=camid32_videoid1, View=seq0, Raw_Frame=34, Now_Frames=31, Drop_Frames=3, Drop_Ratio=0.09
[2024-05-21 13:48:23] [INFO]: ID=0014, Type=camid26_videoid1, View=seq1, Raw_Frame=158, Now_Frames=156, Drop_Frames=2, Drop_Ratio=0.01
[2024-05-21 13:48:24] [INFO]: ID=0858, Type=camid0_videoid1, View=seq0, Raw_Frame=363, Now_Frames=349, Drop_Frames=14, Drop_Ratio=0.04
[2024-05-21 13:48:24] [INFO]: ID=0273, Type=camid19_videoid2, View=seq0, Raw_Frame=349, Now_Frames=346, Drop_Frames=3, Drop_Ratio=0.01
[2024-05-21 13:48:24] [INFO]: ID=0000, Type=camid11_videoid2, View=seq1, Raw_Frame=108, Now_Frames=105, Drop_Frames=3, Drop_Ratio=0.03
[2024-05-21 13:48:24] [INFO]: ID=0299, Type=camid14_videoid1, View=seq0, Raw_Frame=81, Now_Frames=74, Drop_Frames=7, Drop_Ratio=0.09
[2024-05-21 13:48:25] [INFO]: ID=0507, Type=camid31_videoid1, View=seq0, Raw_Frame=182, Now_Frames=176, Drop_Frames=6, Drop_Ratio=0.03
[2024-05-21 13:48:25] [INFO]: ID=0481, Type=camid16_videoid3, View=seq2, Raw_Frame=106, Now_Frames=104, Drop_Frames=2, Drop_Ratio=0.02
[2024-05-21 13:48:25] [INFO]: ID=0572, Type=camid6_videoid1, View=seq0, Raw_Frame=36, Now_Frames=35, Drop_Frames=1, Drop_Ratio=0.03
[2024-05-21 13:48:26] [INFO]: ID=0652, Type=camid8_videoid2, View=seq1, Raw_Frame=356, Now_Frames=353, Drop_Frames=3, Drop_Ratio=0.01
[2024-05-21 13:48:26] [INFO]: ID=0845, Type=camid16_videoid2, View=seq0, Raw_Frame=148, Now_Frames=142, Drop_Frames=6, Drop_Ratio=0.04
[2024-05-21 13:48:26] [INFO]: ID=0325, Type=camid19_videoid1, View=seq1, Raw_Frame=110, Now_Frames=109, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:26] [INFO]: ID=0507, Type=camid32_videoid1, View=seq0, Raw_Frame=103, Now_Frames=102, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:26] [INFO]: ID=0196, Type=camid0_videoid1, View=seq0, Raw_Frame=87, Now_Frames=86, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:27] [INFO]: ID=0977, Type=camid11_videoid3, View=seq0, Raw_Frame=84, Now_Frames=83, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:27] [INFO]: ID=0104, Type=camid16_videoid2, View=seq3, Raw_Frame=205, Now_Frames=204, Drop_Frames=1, Drop_Ratio=0.00
[2024-05-21 13:48:27] [INFO]: ID=0716, Type=camid13_videoid5, View=seq0, Raw_Frame=258, Now_Frames=255, Drop_Frames=3, Drop_Ratio=0.01
[2024-05-21 13:48:27] [INFO]: ID=0638, Type=camid11_videoid2, View=seq0, Raw_Frame=229, Now_Frames=225, Drop_Frames=4, Drop_Ratio=0.02
[2024-05-21 13:48:27] [INFO]: ID=0702, Type=camid29_videoid3, View=seq0, Raw_Frame=88, Now_Frames=87, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:27] [INFO]: ID=0352, Type=camid10_videoid2, View=seq1, Raw_Frame=163, Now_Frames=162, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:27] [INFO]: ID=0559, Type=camid12_videoid3, View=seq0, Raw_Frame=181, Now_Frames=178, Drop_Frames=3, Drop_Ratio=0.02
[2024-05-21 13:48:27] [INFO]: ID=0065, Type=camid13_videoid5, View=seq0, Raw_Frame=74, Now_Frames=71, Drop_Frames=3, Drop_Ratio=0.04
[2024-05-21 13:48:27] [INFO]: ID=0339, Type=camid0_videoid3, View=seq0, Raw_Frame=45, Now_Frames=44, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 13:48:27] [INFO]: ID=0585, Type=camid34_videoid3, View=seq0, Raw_Frame=250, Now_Frames=248, Drop_Frames=2, Drop_Ratio=0.01
[2024-05-21 13:48:28] [INFO]: ID=0390, Type=camid20_videoid1, View=seq0, Raw_Frame=143, Now_Frames=139, Drop_Frames=4, Drop_Ratio=0.03
[2024-05-21 13:48:28] [INFO]: ID=0027, Type=camid28_videoid3, View=seq0, Raw_Frame=293, Now_Frames=284, Drop_Frames=9, Drop_Ratio=0.03
[2024-05-21 13:48:28] [INFO]: ID=0079, Type=camid15_videoid2, View=seq1, Raw_Frame=77, Now_Frames=76, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:28] [INFO]: ID=0978, Type=camid38_videoid2, View=seq1, Raw_Frame=39, Now_Frames=38, Drop_Frames=1, Drop_Ratio=0.03
[2024-05-21 13:48:28] [INFO]: ID=0416, Type=camid15_videoid3, View=seq0, Raw_Frame=67, Now_Frames=66, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:29] [INFO]: ID=0936, Type=camid35_videoid1, View=seq0, Raw_Frame=30, Now_Frames=27, Drop_Frames=3, Drop_Ratio=0.10
[2024-05-21 13:48:29] [INFO]: ID=0377, Type=camid14_videoid2, View=seq0, Raw_Frame=475, Now_Frames=462, Drop_Frames=13, Drop_Ratio=0.03
[2024-05-21 13:48:29] [INFO]: ID=0052, Type=camid4_videoid2, View=seq0, Raw_Frame=162, Now_Frames=161, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:30] [INFO]: ID=0988, Type=camid15_videoid3, View=seq1, Raw_Frame=197, Now_Frames=196, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:30] [INFO]: ID=0481, Type=camid1_videoid3, View=seq0, Raw_Frame=38, Now_Frames=37, Drop_Frames=1, Drop_Ratio=0.03
[2024-05-21 13:48:30] [INFO]: ID=0364, Type=camid24_videoid2, View=seq0, Raw_Frame=35, Now_Frames=32, Drop_Frames=3, Drop_Ratio=0.09
[2024-05-21 13:48:30] [INFO]: ID=0832, Type=camid34_videoid3, View=seq0, Raw_Frame=63, Now_Frames=61, Drop_Frames=2, Drop_Ratio=0.03
[2024-05-21 13:48:30] [INFO]: ID=0533, Type=camid7_videoid4, View=seq0, Raw_Frame=116, Now_Frames=115, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:30] [INFO]: ID=0079, Type=camid16_videoid2, View=seq0, Raw_Frame=27, Now_Frames=23, Drop_Frames=4, Drop_Ratio=0.15
[2024-05-21 13:48:31] [INFO]: ID=0390, Type=camid20_videoid1, View=seq1, Raw_Frame=83, Now_Frames=82, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:31] [INFO]: ID=0625, Type=camid30_videoid2, View=seq0, Raw_Frame=169, Now_Frames=167, Drop_Frames=2, Drop_Ratio=0.01
[2024-05-21 13:48:31] [INFO]: ID=0871, Type=camid17_videoid6, View=seq0, Raw_Frame=47, Now_Frames=38, Drop_Frames=9, Drop_Ratio=0.19
[2024-05-21 13:48:31] [INFO]: ID=0910, Type=camid35_videoid2, View=seq0, Raw_Frame=43, Now_Frames=40, Drop_Frames=3, Drop_Ratio=0.07
[2024-05-21 13:48:32] [INFO]: ID=0027, Type=camid28_videoid3, View=seq1, Raw_Frame=71, Now_Frames=70, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 13:48:32] [INFO]: ID=0911, Type=camid16_videoid2, View=seq0, Raw_Frame=31, Now_Frames=30, Drop_Frames=1, Drop_Ratio=0.03
[2024-05-21 13:48:32] [INFO]: ID=0521, Type=camid3_videoid2, View=seq1, Raw_Frame=67, Now_Frames=65, Drop_Frames=2, Drop_Ratio=0.03
