[2024-05-21 15:33:19] [INFO]: =========== Stage-1: wild_connect_area.py ===========
[2024-05-21 15:33:19] [INFO]: qlf_index=[], qlf_ratio=[]
[2024-05-21 15:33:23] [INFO]: ID=020, Type=bg-01, View=000, Raw_Frame=84, Now_Frames=81, Drop_Frames=3, Drop_Ratio=0.04
[2024-05-21 15:33:34] [INFO]: ID=016, Type=bg-01, View=036, Raw_Frame=85, Now_Frames=84, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:34] [INFO]: ID=048, Type=bg-01, View=018, Raw_Frame=100, Now_Frames=94, Drop_Frames=6, Drop_Ratio=0.06
[2024-05-21 15:33:34] [INFO]: ID=005, Type=bg-01, View=054, Raw_Frame=100, Now_Frames=98, Drop_Frames=2, Drop_Ratio=0.02
[2024-05-21 15:33:34] [INFO]: ID=021, Type=bg-01, View=018, Raw_Frame=106, Now_Frames=102, Drop_Frames=4, Drop_Ratio=0.04
[2024-05-21 15:33:34] [INFO]: ID=070, Type=bg-01, View=036, Raw_Frame=69, Now_Frames=61, Drop_Frames=8, Drop_Ratio=0.12
[2024-05-21 15:33:34] [INFO]: ID=051, Type=bg-01, View=036, Raw_Frame=88, Now_Frames=81, Drop_Frames=7, Drop_Ratio=0.08
[2024-05-21 15:33:34] [INFO]: ID=031, Type=bg-01, View=018, Raw_Frame=104, Now_Frames=99, Drop_Frames=5, Drop_Ratio=0.05
[2024-05-21 15:33:35] [INFO]: ID=015, Type=bg-01, View=036, Raw_Frame=102, Now_Frames=100, Drop_Frames=2, Drop_Ratio=0.02
[2024-05-21 15:33:35] [INFO]: ID=065, Type=bg-01, View=018, Raw_Frame=122, Now_Frames=74, Drop_Frames=48, Drop_Ratio=0.39
[2024-05-21 15:33:35] [INFO]: qlf_index=[0], qlf_ratio=[1.]
[2024-05-21 15:33:35] [INFO]: ID=041, Type=bg-01, View=036, Raw_Frame=73, Now_Frames=72, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:36] [INFO]: ID=018, Type=bg-01, View=054, Raw_Frame=76, Now_Frames=74, Drop_Frames=2, Drop_Ratio=0.03
[2024-05-21 15:33:36] [INFO]: qlf_index=[ 4  8  7  9 10  6 11  1  5  3  2  0], qlf_ratio=[0.94731405 0.95017526 0.95268873 0.96365591 0.97015571 1.
[2024-05-21 15:33:36] [INFO]: 1.         1.         1.         1.         1.         1.        ]
[2024-05-21 15:33:37] [INFO]: ID=042, Type=bg-01, View=054, Raw_Frame=77, Now_Frames=76, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:37] [INFO]: ID=064, Type=bg-01, View=054, Raw_Frame=83, Now_Frames=81, Drop_Frames=2, Drop_Ratio=0.02
[2024-05-21 15:33:37] [INFO]: ID=030, Type=bg-01, View=018, Raw_Frame=118, Now_Frames=116, Drop_Frames=2, Drop_Ratio=0.02
[2024-05-21 15:33:37] [INFO]: ID=024, Type=bg-01, View=018, Raw_Frame=157, Now_Frames=153, Drop_Frames=4, Drop_Ratio=0.03
[2024-05-21 15:33:37] [INFO]: ID=004, Type=bg-01, View=036, Raw_Frame=125, Now_Frames=122, Drop_Frames=3, Drop_Ratio=0.02
[2024-05-21 15:33:37] [INFO]: ID=054, Type=bg-01, View=036, Raw_Frame=95, Now_Frames=89, Drop_Frames=6, Drop_Ratio=0.06
[2024-05-21 15:33:37] [INFO]: ID=010, Type=bg-01, View=072, Raw_Frame=75, Now_Frames=73, Drop_Frames=2, Drop_Ratio=0.03
[2024-05-21 15:33:37] [INFO]: ID=079, Type=bg-01, View=036, Raw_Frame=72, Now_Frames=70, Drop_Frames=2, Drop_Ratio=0.03
[2024-05-21 15:33:37] [INFO]: ID=061, Type=bg-01, View=054, Raw_Frame=81, Now_Frames=76, Drop_Frames=5, Drop_Ratio=0.06
[2024-05-21 15:33:37] [INFO]: ID=055, Type=bg-01, View=018, Raw_Frame=107, Now_Frames=97, Drop_Frames=10, Drop_Ratio=0.09
[2024-05-21 15:33:38] [INFO]: ID=044, Type=bg-01, View=036, Raw_Frame=119, Now_Frames=117, Drop_Frames=2, Drop_Ratio=0.02
[2024-05-21 15:33:38] [INFO]: qlf_index=[0 1 2 3 4 5 6 7], qlf_ratio=[1. 1. 1. 1. 1. 1. 1. 1.]
[2024-05-21 15:33:38] [INFO]: ID=033, Type=bg-01, View=036, Raw_Frame=104, Now_Frames=80, Drop_Frames=24, Drop_Ratio=0.23
[2024-05-21 15:33:38] [INFO]: ID=066, Type=bg-01, View=054, Raw_Frame=93, Now_Frames=92, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:38] [INFO]: ID=036, Type=bg-01, View=036, Raw_Frame=119, Now_Frames=105, Drop_Frames=14, Drop_Ratio=0.12
[2024-05-21 15:33:38] [INFO]: ID=020, Type=bg-01, View=054, Raw_Frame=73, Now_Frames=70, Drop_Frames=3, Drop_Ratio=0.04
[2024-05-21 15:33:39] [INFO]: ID=041, Type=bg-01, View=054, Raw_Frame=65, Now_Frames=64, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:39] [INFO]: ID=072, Type=bg-01, View=054, Raw_Frame=99, Now_Frames=92, Drop_Frames=7, Drop_Ratio=0.07
[2024-05-21 15:33:39] [INFO]: ID=006, Type=bg-01, View=054, Raw_Frame=71, Now_Frames=68, Drop_Frames=3, Drop_Ratio=0.04
[2024-05-21 15:33:39] [INFO]: ID=048, Type=bg-01, View=036, Raw_Frame=92, Now_Frames=43, Drop_Frames=49, Drop_Ratio=0.53
[2024-05-21 15:33:39] [INFO]: ID=018, Type=bg-01, View=072, Raw_Frame=54, Now_Frames=53, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:39] [INFO]: ID=058, Type=bg-01, View=036, Raw_Frame=89, Now_Frames=88, Drop_Frames=1, Drop_Ratio=0.01ID=030, Type=bg-01, View=036, Raw_Frame=108, Now_Frames=107, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:39] [INFO]: 
[2024-05-21 15:33:40] [INFO]: ID=061, Type=bg-01, View=072, Raw_Frame=55, Now_Frames=49, Drop_Frames=6, Drop_Ratio=0.11
[2024-05-21 15:33:40] [INFO]: ID=002, Type=bg-01, View=036, Raw_Frame=114, Now_Frames=105, Drop_Frames=9, Drop_Ratio=0.08
[2024-05-21 15:33:40] [INFO]: ID=051, Type=bg-01, View=054, Raw_Frame=84, Now_Frames=55, Drop_Frames=29, Drop_Ratio=0.35
[2024-05-21 15:33:40] [INFO]: ID=015, Type=bg-01, View=054, Raw_Frame=94, Now_Frames=92, Drop_Frames=2, Drop_Ratio=0.02
[2024-05-21 15:33:40] [INFO]: ID=022, Type=bg-01, View=018, Raw_Frame=113, Now_Frames=96, Drop_Frames=17, Drop_Ratio=0.15
[2024-05-21 15:33:40] [INFO]: ID=003, Type=bg-01, View=054, Raw_Frame=90, Now_Frames=89, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:40] [INFO]: ID=016, Type=bg-01, View=054, Raw_Frame=86, Now_Frames=85, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:41] [INFO]: ID=071, Type=bg-01, View=054, Raw_Frame=102, Now_Frames=101, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:41] [INFO]: ID=070, Type=bg-01, View=054, Raw_Frame=70, Now_Frames=60, Drop_Frames=10, Drop_Ratio=0.14
[2024-05-21 15:33:41] [INFO]: ID=076, Type=bg-01, View=072, Raw_Frame=58, Now_Frames=57, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:42] [INFO]: ID=037, Type=bg-01, View=054, Raw_Frame=93, Now_Frames=82, Drop_Frames=11, Drop_Ratio=0.12
[2024-05-21 15:33:42] [INFO]: ID=061, Type=bg-01, View=090, Raw_Frame=50, Now_Frames=46, Drop_Frames=4, Drop_Ratio=0.08
[2024-05-21 15:33:42] [INFO]: ID=079, Type=bg-01, View=072, Raw_Frame=57, Now_Frames=56, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:42] [INFO]: ID=020, Type=bg-01, View=072, Raw_Frame=54, Now_Frames=49, Drop_Frames=5, Drop_Ratio=0.09
[2024-05-21 15:33:42] [INFO]: ID=073, Type=bg-01, View=054, Raw_Frame=87, Now_Frames=86, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:42] [INFO]: ID=064, Type=bg-01, View=072, Raw_Frame=55, Now_Frames=51, Drop_Frames=4, Drop_Ratio=0.07
[2024-05-21 15:33:42] [INFO]: ID=006, Type=bg-01, View=072, Raw_Frame=48, Now_Frames=46, Drop_Frames=2, Drop_Ratio=0.04
[2024-05-21 15:33:42] [INFO]: ID=055, Type=bg-01, View=036, Raw_Frame=98, Now_Frames=89, Drop_Frames=9, Drop_Ratio=0.09
[2024-05-21 15:33:42] [INFO]: ID=039, Type=bg-01, View=054, Raw_Frame=90, Now_Frames=89, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:43] [INFO]: ID=015, Type=bg-01, View=072, Raw_Frame=69, Now_Frames=68, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:43] [INFO]: ID=021, Type=bg-01, View=054, Raw_Frame=94, Now_Frames=91, Drop_Frames=3, Drop_Ratio=0.03
[2024-05-21 15:33:43] [INFO]: ID=065, Type=bg-01, View=036, Raw_Frame=114, Now_Frames=60, Drop_Frames=54, Drop_Ratio=0.47
[2024-05-21 15:33:43] [INFO]: ID=031, Type=bg-01, View=054, Raw_Frame=90, Now_Frames=89, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:43] [INFO]: ID=044, Type=bg-01, View=054, Raw_Frame=98, Now_Frames=96, Drop_Frames=2, Drop_Ratio=0.02
[2024-05-21 15:33:43] [INFO]: ID=066, Type=bg-01, View=072, Raw_Frame=64, Now_Frames=63, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:44] [INFO]: ID=054, Type=bg-01, View=054, Raw_Frame=95, Now_Frames=62, Drop_Frames=33, Drop_Ratio=0.35
[2024-05-21 15:33:44] [INFO]: ID=070, Type=bg-01, View=072, Raw_Frame=56, Now_Frames=34, Drop_Frames=22, Drop_Ratio=0.39
[2024-05-21 15:33:44] [INFO]: ID=016, Type=bg-01, View=072, Raw_Frame=65, Now_Frames=62, Drop_Frames=3, Drop_Ratio=0.05
[2024-05-21 15:33:44] [INFO]: ID=002, Type=bg-01, View=054, Raw_Frame=97, Now_Frames=78, Drop_Frames=19, Drop_Ratio=0.20
[2024-05-21 15:33:44] [INFO]: ID=061, Type=bg-01, View=108, Raw_Frame=57, Now_Frames=55, Drop_Frames=2, Drop_Ratio=0.04
[2024-05-21 15:33:44] [INFO]: ID=058, Type=bg-01, View=054, Raw_Frame=79, Now_Frames=69, Drop_Frames=10, Drop_Ratio=0.13
[2024-05-21 15:33:44] [INFO]: ID=005, Type=bg-01, View=126, Raw_Frame=84, Now_Frames=37, Drop_Frames=47, Drop_Ratio=0.56
[2024-05-21 15:33:44] [INFO]: ID=064, Type=bg-01, View=090, Raw_Frame=53, Now_Frames=52, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:45] [INFO]: ID=006, Type=bg-01, View=090, Raw_Frame=42, Now_Frames=37, Drop_Frames=5, Drop_Ratio=0.12ID=045, Type=bg-01, View=036, Raw_Frame=134, Now_Frames=133, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:45] [INFO]: 
[2024-05-21 15:33:45] [INFO]: ID=030, Type=bg-01, View=054, Raw_Frame=91, Now_Frames=90, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:45] [INFO]: ID=076, Type=bg-01, View=090, Raw_Frame=58, Now_Frames=57, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:45] [INFO]: ID=028, Type=bg-01, View=018, Raw_Frame=171, Now_Frames=161, Drop_Frames=10, Drop_Ratio=0.06
[2024-05-21 15:33:45] [INFO]: ID=014, Type=bg-01, View=054, Raw_Frame=100, Now_Frames=99, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:45] [INFO]: ID=079, Type=bg-01, View=090, Raw_Frame=52, Now_Frames=51, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:45] [INFO]: ID=037, Type=bg-01, View=072, Raw_Frame=61, Now_Frames=31, Drop_Frames=30, Drop_Ratio=0.49
[2024-05-21 15:33:45] [INFO]: ID=003, Type=bg-01, View=072, Raw_Frame=67, Now_Frames=66, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:45] [INFO]: ID=013, Type=bg-01, View=054, Raw_Frame=107, Now_Frames=106, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:46] [INFO]: ID=012, Type=bg-01, View=054, Raw_Frame=100, Now_Frames=91, Drop_Frames=9, Drop_Ratio=0.09
[2024-05-21 15:33:46] [INFO]: ID=039, Type=bg-01, View=072, Raw_Frame=57, Now_Frames=56, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:46] [INFO]: ID=015, Type=bg-01, View=090, Raw_Frame=67, Now_Frames=66, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:46] [INFO]: ID=036, Type=bg-01, View=054, Raw_Frame=96, Now_Frames=77, Drop_Frames=19, Drop_Ratio=0.20
[2024-05-21 15:33:46] [INFO]: ID=061, Type=bg-01, View=126, Raw_Frame=64, Now_Frames=60, Drop_Frames=4, Drop_Ratio=0.06
[2024-05-21 15:33:46] [INFO]: ID=022, Type=bg-01, View=036, Raw_Frame=109, Now_Frames=82, Drop_Frames=27, Drop_Ratio=0.25
[2024-05-21 15:33:46] [INFO]: ID=031, Type=bg-01, View=072, Raw_Frame=61, Now_Frames=60, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:46] [INFO]: ID=005, Type=bg-01, View=144, Raw_Frame=41, Now_Frames=28, Drop_Frames=13, Drop_Ratio=0.32
[2024-05-21 15:33:47] [INFO]: ID=040, Type=bg-01, View=054, Raw_Frame=112, Now_Frames=110, Drop_Frames=2, Drop_Ratio=0.02
[2024-05-21 15:33:47] [INFO]: ID=042, Type=bg-01, View=108, Raw_Frame=58, Now_Frames=57, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:47] [INFO]: ID=033, Type=bg-01, View=054, Raw_Frame=90, Now_Frames=71, Drop_Frames=19, Drop_Ratio=0.21
[2024-05-21 15:33:47] [INFO]: ID=006, Type=bg-01, View=108, Raw_Frame=36, Now_Frames=35, Drop_Frames=1, Drop_Ratio=0.03ID=048, Type=bg-01, View=054, Raw_Frame=95, Now_Frames=31, Drop_Frames=64, Drop_Ratio=0.67
[2024-05-21 15:33:47] [INFO]: 
[2024-05-21 15:33:47] [INFO]: ID=016, Type=bg-01, View=090, Raw_Frame=60, Now_Frames=59, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:47] [INFO]: ID=051, Type=bg-01, View=072, Raw_Frame=56, Now_Frames=31, Drop_Frames=25, Drop_Ratio=0.45
[2024-05-21 15:33:47] [INFO]: ID=073, Type=bg-01, View=072, Raw_Frame=73, Now_Frames=69, Drop_Frames=4, Drop_Ratio=0.05
[2024-05-21 15:33:47] [INFO]: ID=066, Type=bg-01, View=090, Raw_Frame=55, Now_Frames=53, Drop_Frames=2, Drop_Ratio=0.04
[2024-05-21 15:33:47] [INFO]: ID=004, Type=bg-01, View=072, Raw_Frame=68, Now_Frames=65, Drop_Frames=3, Drop_Ratio=0.04
[2024-05-21 15:33:47] [INFO]: ID=038, Type=bg-01, View=054, Raw_Frame=95, Now_Frames=94, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:47] [INFO]: ID=071, Type=bg-01, View=090, Raw_Frame=68, Now_Frames=67, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:47] [INFO]: ID=023, Type=bg-01, View=054, Raw_Frame=95, Now_Frames=88, Drop_Frames=7, Drop_Ratio=0.07
[2024-05-21 15:33:47] [INFO]: ID=044, Type=bg-01, View=072, Raw_Frame=66, Now_Frames=62, Drop_Frames=4, Drop_Ratio=0.06
[2024-05-21 15:33:48] [INFO]: ID=067, Type=bg-01, View=090, Raw_Frame=60, Now_Frames=59, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:48] [INFO]: ID=014, Type=bg-01, View=072, Raw_Frame=70, Now_Frames=68, Drop_Frames=2, Drop_Ratio=0.03
[2024-05-21 15:33:48] [INFO]: ID=076, Type=bg-01, View=108, Raw_Frame=51, Now_Frames=50, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:48] [INFO]: ID=024, Type=bg-01, View=036, Raw_Frame=154, Now_Frames=151, Drop_Frames=3, Drop_Ratio=0.02
[2024-05-21 15:33:48] [INFO]: ID=054, Type=bg-01, View=072, Raw_Frame=63, Now_Frames=17, Drop_Frames=46, Drop_Ratio=0.73
[2024-05-21 15:33:49] [INFO]: ID=020, Type=bg-01, View=090, Raw_Frame=51, Now_Frames=43, Drop_Frames=8, Drop_Ratio=0.16ID=064, Type=bg-01, View=108, Raw_Frame=61, Now_Frames=58, Drop_Frames=3, Drop_Ratio=0.05
[2024-05-21 15:33:49] [INFO]: 
[2024-05-21 15:33:49] [INFO]: ID=041, Type=bg-01, View=126, Raw_Frame=70, Now_Frames=69, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:49] [INFO]: ID=073, Type=bg-01, View=090, Raw_Frame=64, Now_Frames=63, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:50] [INFO]: ID=037, Type=bg-01, View=090, Raw_Frame=61, Now_Frames=39, Drop_Frames=22, Drop_Ratio=0.36
[2024-05-21 15:33:50] [INFO]: ID=004, Type=bg-01, View=090, Raw_Frame=67, Now_Frames=66, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:50] [INFO]: ID=040, Type=bg-01, View=072, Raw_Frame=78, Now_Frames=76, Drop_Frames=2, Drop_Ratio=0.03
[2024-05-21 15:33:50] [INFO]: ID=002, Type=bg-01, View=072, Raw_Frame=67, Now_Frames=28, Drop_Frames=39, Drop_Ratio=0.58
[2024-05-21 15:33:50] [INFO]: ID=014, Type=bg-01, View=090, Raw_Frame=63, Now_Frames=62, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:50] [INFO]: ID=055, Type=bg-01, View=054, Raw_Frame=95, Now_Frames=53, Drop_Frames=42, Drop_Ratio=0.44
[2024-05-21 15:33:50] [INFO]: ID=033, Type=bg-01, View=072, Raw_Frame=64, Now_Frames=54, Drop_Frames=10, Drop_Ratio=0.16
[2024-05-21 15:33:50] [INFO]: ID=045, Type=bg-01, View=054, Raw_Frame=105, Now_Frames=102, Drop_Frames=3, Drop_Ratio=0.03
[2024-05-21 15:33:51] [INFO]: ID=012, Type=bg-01, View=072, Raw_Frame=70, Now_Frames=65, Drop_Frames=5, Drop_Ratio=0.07
[2024-05-21 15:33:51] [INFO]: ID=038, Type=bg-01, View=072, Raw_Frame=64, Now_Frames=63, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:51] [INFO]: ID=058, Type=bg-01, View=072, Raw_Frame=60, Now_Frames=46, Drop_Frames=14, Drop_Ratio=0.23
[2024-05-21 15:33:51] [INFO]: ID=039, Type=bg-01, View=090, Raw_Frame=59, Now_Frames=58, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:51] [INFO]: ID=066, Type=bg-01, View=108, Raw_Frame=62, Now_Frames=61, Drop_Frames=1, Drop_Ratio=0.02
[2024-05-21 15:33:51] [INFO]: ID=064, Type=bg-01, View=126, Raw_Frame=70, Now_Frames=67, Drop_Frames=3, Drop_Ratio=0.04
[2024-05-21 15:33:51] [INFO]: ID=044, Type=bg-01, View=090, Raw_Frame=61, Now_Frames=59, Drop_Frames=2, Drop_Ratio=0.03
[2024-05-21 15:33:52] [INFO]: ID=040, Type=bg-01, View=090, Raw_Frame=75, Now_Frames=73, Drop_Frames=2, Drop_Ratio=0.03
[2024-05-21 15:33:52] [INFO]: ID=022, Type=bg-01, View=054, Raw_Frame=93, Now_Frames=67, Drop_Frames=26, Drop_Ratio=0.28
[2024-05-21 15:33:52] [INFO]: ID=023, Type=bg-01, View=072, Raw_Frame=69, Now_Frames=41, Drop_Frames=28, Drop_Ratio=0.41
[2024-05-21 15:33:52] [INFO]: ID=010, Type=bg-01, View=126, Raw_Frame=91, Now_Frames=90, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:52] [INFO]: ID=051, Type=bg-01, View=090, Raw_Frame=55, Now_Frames=19, Drop_Frames=36, Drop_Ratio=0.65
[2024-05-21 15:33:52] [INFO]: ID=036, Type=bg-01, View=072, Raw_Frame=70, Now_Frames=30, Drop_Frames=40, Drop_Ratio=0.57
[2024-05-21 15:33:53] [INFO]: ID=012, Type=bg-01, View=090, Raw_Frame=60, Now_Frames=52, Drop_Frames=8, Drop_Ratio=0.13
[2024-05-21 15:33:53] [INFO]: ID=022, Type=bg-01, View=072, Raw_Frame=66, Now_Frames=29, Drop_Frames=37, Drop_Ratio=0.56
[2024-05-21 15:33:53] [INFO]: qlf_index=[ 6 29  4  7  0  2 67 56 57 55 66 53 54 62 61], qlf_ratio=[0.88985089 0.88993825 0.89193303 0.89213806 1.         1.
[2024-05-21 15:33:53] [INFO]: 1.         1.         1.         1.         1.         1.
[2024-05-21 15:33:53] [INFO]: 1.         1.         1.        ]
[2024-05-21 15:33:53] [INFO]: ID=048, Type=bg-01, View=072, Raw_Frame=70, Now_Frames=15, Drop_Frames=55, Drop_Ratio=0.79
[2024-05-21 15:33:53] [INFO]: ID=020, Type=bg-01, View=108, Raw_Frame=51, Now_Frames=49, Drop_Frames=2, Drop_Ratio=0.04
[2024-05-21 15:33:53] [INFO]: ID=055, Type=bg-01, View=072, Raw_Frame=62, Now_Frames=38, Drop_Frames=24, Drop_Ratio=0.39
[2024-05-21 15:33:54] [INFO]: ID=021, Type=bg-01, View=126, Raw_Frame=78, Now_Frames=77, Drop_Frames=1, Drop_Ratio=0.01
[2024-05-21 15:33:54] [INFO]: ID=013, Type=bg-01, View=072, Raw_Frame=72, Now_Frames=70, Drop_Frames=2, Drop_Ratio=0.03
